file,site_id,year,high_rh_count,low_rh_count,median_pm25_high_rh,median_pm25_low_rh,high_low_ratio,suspected_humidity_bias
Raw_data_1Hr_2018_site_1430_Rohini_Delhi_DPCC_1Hr.csv,1430,2018,1087,3970,53.0,91.36,0.580122591943958,False
Raw_data_1Hr_2018_site_1431_Patparganj_Delhi_DPCC_1Hr.csv,1431,2018,850,4320,40.25,74.0,0.543918918918919,False
Raw_data_1Hr_2018_site_1432_Sonia_Vihar_Delhi_DPCC_1Hr.csv,1432,2018,2775,3268,82.75,81.0,1.021604938271605,False
Raw_data_1Hr_2018_site_1434_Wazirpur_Delhi_DPCC_1Hr.csv,1434,2018,922,4508,46.0,100.325,0.4585098430102168,False
Raw_data_1Hr_2018_site_1435_Vivek_Vihar_Delhi_DPCC_1Hr.csv,1435,2018,1510,3752,54.5,77.0,0.7077922077922078,False
Raw_data_1Hr_2018_site_1560_Bawana_Delhi_DPCC_1Hr.csv,1560,2018,1671,1033,68.25,90.25,0.7562326869806094,False
Raw_data_1Hr_2018_site_1561_Mundka_Delhi_DPCC_1Hr.csv,1561,2018,1627,1410,49.5,115.5,0.42857142857142855,False
Raw_data_1Hr_2018_site_1562_Sri_Aurobindo_Marg_Delhi_DPCC_1Hr.csv,1562,2018,2419,831,64.0,90.75,0.7052341597796143,False
Raw_data_1Hr_2018_site_1563_Pusa_Delhi_DPCC_1Hr.csv,1563,2018,1761,1130,66.5,84.5,0.7869822485207101,False
Raw_data_1Hr_2018_site_301_Anand_Vihar_Delhi_DPCC_1Hr.csv,301,2018,257,4794,44.5,116.125,0.3832077502691066,False
Raw_data_1Hr_2018_site_5024_Alipur_Delhi_DPCC_1Hr.csv,5024,2018,511,322,259.5,142.5,1.8210526315789475,True
Raw_data_1Hr_2019_site_113_Shadipur_Delhi_CPCB_1Hr.csv,113,2019,1571,4247,72.15,105.7,0.6825922421948912,False
Raw_data_1Hr_2019_site_114_IHBAS_Dilshad_Garden_Delhi_CPCB_1Hr.csv,114,2019,1325,4142,80.2,90.78999999999999,0.8833571979292875,False
Raw_data_1Hr_2019_site_115_NSIT_Dwarka_Delhi_CPCB_1Hr.csv,115,2019,1464,4199,107.29499999999999,93.49,1.1476628516418867,False
Raw_data_1Hr_2019_site_118_DTU_Delhi_CPCB_1Hr.csv,118,2019,389,4007,182.5,66.43,2.747252747252747,True
Raw_data_1Hr_2019_site_119_Sirifort_Delhi_CPCB_1Hr.csv,119,2019,595,4386,95.0,69.0,1.3768115942028984,False
Raw_data_1Hr_2019_site_122_Mandir_Marg_Delhi_DPCC_1Hr.csv,122,2019,693,4007,95.75,70.75,1.353356890459364,False
Raw_data_1Hr_2019_site_124_R_K_Puram_Delhi_DPCC_1Hr.csv,124,2019,290,3376,101.875,67.5,1.5092592592592593,True
Raw_data_1Hr_2019_site_125_Punjabi_Bagh_Delhi_DPCC_1Hr.csv,125,2019,411,4525,197.25,59.0,3.343220338983051,True
Raw_data_1Hr_2019_site_1420_Ashok_Vihar_Delhi_DPCC_1Hr.csv,1420,2019,1551,3674,94.5,72.0,1.3125,False
Raw_data_1Hr_2019_site_1421_Dr._Karni_Singh_Shooting_Range_Delhi_DPCC_1Hr.csv,1421,2019,1704,3882,49.25,56.5,0.8716814159292036,False
Raw_data_1Hr_2019_site_1422_Dwarka-Sector_8_Delhi_DPCC__1Hr.csv,1422,2019,1658,3916,101.25,64.25,1.575875486381323,True
Raw_data_1Hr_2019_site_1423_Jahangirpuri_Delhi_DPCC_1Hr.csv,1423,2019,811,4891,70.0,90.0,0.7777777777777778,False
Raw_data_1Hr_2019_site_1424_Jawaharlal_Nehru_Stadium_Delhi_DPCC_1Hr.csv,1424,2019,1713,4200,131.75,55.75,2.3632286995515694,True
Raw_data_1Hr_2019_site_1425_Major_Dhyan_Chand_National_Stadium_Delhi_DPCC_1Hr.csv,1425,2019,1892,3633,74.25,62.0,1.1975806451612903,False
Raw_data_1Hr_2019_site_1426_Narela_Delhi_DPCC_1Hr.csv,1426,2019,2406,3626,90.875,70.5,1.2890070921985815,False
Raw_data_1Hr_2019_site_1427_Najafgarh_Delhi_DPCC_1Hr.csv,1427,2019,1300,3896,98.625,55.0,1.7931818181818182,True
Raw_data_1Hr_2019_site_1428_Okhla_Phase-2_Delhi_DPCC_1Hr.csv,1428,2019,1792,3863,70.0,63.5,1.1023622047244095,False
