file,site_id,year,timestamp,pm25,pm10
Raw_data_1Hr_2022_site_122_Mandir_Marg_Delhi_DPCC_1Hr.csv,122,2022,2022-07-26 13:00:00,69.0,66.0
Raw_data_1Hr_2022_site_122_Mandir_Marg_Delhi_DPCC_1Hr.csv,122,2022,2022-07-31 03:00:00,21.0,12.0
Raw_data_1Hr_2022_site_122_Mandir_Marg_Delhi_DPCC_1Hr.csv,122,2022,2022-08-12 02:00:00,74.0,68.25
Raw_data_1Hr_2022_site_122_Mandir_Marg_Delhi_DPCC_1Hr.csv,122,2022,2022-08-19 13:00:00,43.0,42.5
Raw_data_1Hr_2022_site_122_Mandir_Marg_Delhi_DPCC_1Hr.csv,122,2022,2022-09-09 01:00:00,97.0,86.0
Raw_data_1Hr_2022_site_122_Mandir_Marg_Delhi_DPCC_1Hr.csv,122,2022,2022-09-20 06:00:00,43.0,42.75
Raw_data_1Hr_2022_site_122_Mandir_Marg_Delhi_DPCC_1Hr.csv,122,2022,2022-10-09 20:00:00,6.0,5.0
Raw_data_1Hr_2022_site_124_R_K_Puram_Delhi_DPCC_1Hr.csv,124,2022,2022-10-09 05:00:00,18.0,16.25
Raw_data_1Hr_2022_site_125_Punjabi_Bagh_Delhi_DPCC_1Hr.csv,125,2022,2022-02-26 04:00:00,55.0,46.5
Raw_data_1Hr_2022_site_125_Punjabi_Bagh_Delhi_DPCC_1Hr.csv,125,2022,2022-04-27 08:00:00,723.0,687.0
Raw_data_1Hr_2022_site_125_Punjabi_Bagh_Delhi_DPCC_1Hr.csv,125,2022,2022-05-11 04:00:00,99.0,85.5
Raw_data_1Hr_2022_site_125_Punjabi_Bagh_Delhi_DPCC_1Hr.csv,125,2022,2022-07-29 19:00:00,14.0,11.0
Raw_data_1Hr_2022_site_125_Punjabi_Bagh_Delhi_DPCC_1Hr.csv,125,2022,2022-08-17 07:00:00,38.0,32.0
Raw_data_1Hr_2022_site_125_Punjabi_Bagh_Delhi_DPCC_1Hr.csv,125,2022,2022-09-16 06:00:00,6.0,5.75
Raw_data_1Hr_2022_site_125_Punjabi_Bagh_Delhi_DPCC_1Hr.csv,125,2022,2022-09-16 07:00:00,5.0,2.0
Raw_data_1Hr_2022_site_1423_Jahangirpuri_Delhi_DPCC_1Hr.csv,1423,2022,2022-04-28 04:00:00,578.67,509.0
Raw_data_1Hr_2022_site_1423_Jahangirpuri_Delhi_DPCC_1Hr.csv,1423,2022,2022-10-24 23:00:00,888.25,885.0
